bhk,propertytype,location,sqft,pricepersqft,totalprice
3,Flat,Bhubaneswar,1750,6555,14000000
2,Flat,Bhubaneswar,750,6791,4800000
2,Flat,Bhubaneswar,805,5174,4000000
2,Flat,Bhubaneswar,831,4444,4300000
2,Flat,Bhubaneswar,720,6667,5600000
2,Flat,Bhubaneswar,993,9545,7000000
3,Flat,Bhubaneswar,1368,6111,5500000
3,Flat,Bhubaneswar,1500,4129,11000000
3,Flat,Bhubaneswar,1245,4500,9300000
3,Flat,Bhubaneswar,1050,4501,6400000
2,Flat,Bhubaneswar,1133,4200,5100000
2,Flat,Bhubaneswar,700,7233,4600000
2,Flat,Bhubaneswar,800,4750,4200000
3,Flat,Bhubaneswar,1590,5517,11500000
3,Flat,Bhubaneswar,1130,6000,7170000
3,Flat,Bhubaneswar,1380,6500,11200000
3,Flat,Bhubaneswar,1580,3668,8059999
2,Flat,Bhubaneswar,1505,5487,8280000
2,Flat,Bhubaneswar,1192,4737,8200000
3,Flat,Bhubaneswar,1480,5622,8120000
3,Flat,Bhubaneswar,1450,7385,10400000
3,Flat,Bhubaneswar,1625,10429,12000000
2,Flat,Bhubaneswar,595,8302,4000000
2,Flat,Bhubaneswar,1325,5809,11000000
2,Flat,Bhubaneswar,943,4528,5660000
2,Flat,Bhubaneswar,1150,7009,7500000
2,Flat,Bhubaneswar,985,6395,5200000
3,Flat,Bhubaneswar,1200,6301,11200000
2,Flat,Bhubaneswar,1100,5835,6500000
3,Flat,Bhubaneswar,1204,6137,11000000
2,Flat,Bhubaneswar,950,8982,8000000
3,Flat,Bhubaneswar,1200,4167,7500000
2,Flat,Bhubaneswar,631,6250,5470000
2,Flat,Bhubaneswar,1008,6000,4200000
3,Flat,Bhubaneswar,2360,9675,17400000
2,Flat,Bhubaneswar,1169,6250,7800000
3,Flat,Bhubaneswar,1710,6084,12000000
3,Flat,Bhubaneswar,1100,3929,6500000
3,Flat,Bhubaneswar,1305,5932,5600000
2,Flat,Bhubaneswar,1315,6600,8000000
2,Flat,Bhubaneswar,850,5474,7000000
3,Flat,Bhubaneswar,1800,10697,12000000
3,Flat,Bhubaneswar,1130,5714,7500000
3,Flat,Bhubaneswar,1585,6944,11900000
3,Flat,Bhubaneswar,1102,5417,7600000
2,Flat,Bhubaneswar,1152,4188,8000000
3,Flat,Bhubaneswar,1548,6047,6500000
3,Flat,Bhubaneswar,1000,3000,6500000
2,Flat,Bhubaneswar,955,4667,4000000
2,Flat,Bhubaneswar,1075,4907,6500000
3,Flat,Bhubaneswar,1500,4537,7000000
2,Flat,Bhubaneswar,890,12712,5000000
3,Flat,Bhubaneswar,1800,7502,16000000
3,Flat,Bhubaneswar,1350,4885,7200000
3,Flat,Bhubaneswar,1068,5556,7000000
2,Flat,Bhubaneswar,1261,7407,8000000
3,Flat,Bhubaneswar,1498,4500,9500000
2,Flat,Bhubaneswar,1170,8080,6500000
2,Flat,Bhubaneswar,1080,5882,8000000
3,Flat,Bhubaneswar,1800,8800,8100000
2,Flat,Bhubaneswar,765,4497,7200000
2,Flat,Bhubaneswar,450,4501,4400000
3,Flat,Bhubaneswar,1300,4231,7500000
2,Flat,Bhubaneswar,1252,5446,5630000
3,Flat,Bhubaneswar,1755,6900,7900000
3,Flat,Bhubaneswar,1690,5634,7150000
3,Flat,Bhubaneswar,1414,7092,7700000
3,Flat,Bhubaneswar,1005,4682,9020000
2,Flat,Bhubaneswar,1420,6957,8000000
3,Flat,Bhubaneswar,1100,6294,5150000
2,Flat,Bhubaneswar,850,6542,8000000
3,Flat,Bhubaneswar,1266,12041,6500000
2,Flat,Bhubaneswar,640,12632,6200000
2,Flat,Bhubaneswar,1070,6656,7000000
3,Flat,Bhubaneswar,1268,5500,5500000
3,Flat,Bhubaneswar,917,5514,6000000
3,Flat,Bhubaneswar,1756,12857,16000000
2,Flat,Bhubaneswar,625,5299,4500000
2,Flat,Bhubaneswar,770,7605,6700000
3,Flat,Bhubaneswar,1600,4275,11500000
3,Flat,Bhubaneswar,1321,5765,7000000
2,Flat,Bhubaneswar,1076,6500,4600000
3,Flat,Bhubaneswar,900,4545,6000000
3,Flat,Bhubaneswar,1850,12273,16000000
2,Flat,Bhubaneswar,1200,4693,8600000
2,Flat,Bhubaneswar,940,6071,5000000
2,Flat,Bhubaneswar,1200,9668,6900000
2,Flat,Bhubaneswar,700,4583,5500000
3,Flat,Bhubaneswar,1150,8000,8500000
2,Flat,Bhubaneswar,1400,4501,10000000
3,Flat,Bhubaneswar,1655,4501,16000000
2,Flat,Bhubaneswar,870,4501,5500000
3,Flat,Bhubaneswar,1642,6007,7390000
3,Flat,Bhubaneswar,1715,5927,7720000
3,Flat,Bhubaneswar,1664,9091,7490000
3,Flat,Bhubaneswar,1395,5879,12000000
3,Flat,Bhubaneswar,1024,5000,8500000
2,Flat,Bhubaneswar,1181,4880,7000000
2,Flat,Bhubaneswar,1075,3893,6500000
3,Flat,Bhubaneswar,1871,5091,11000000
3,Flat,Bhubaneswar,1500,4500,7500000
3,Flat,Bhubaneswar,1250,3583,6100000
2,Flat,Bhubaneswar,899,8583,3500000
2,Flat,Bhubaneswar,1100,5647,5600000
3,Flat,Bhubaneswar,2000,5500,9000000
3,Flat,Bhubaneswar,1000,5720,4900000
3,Flat,Bhubaneswar,1538,5957,13200000
2,Flat,Bhubaneswar,900,2765,7200000
3,Flat,Bhubaneswar,1152,8400,6340000
3,Flat,Bhubaneswar,996,5613,9580000
2,Flat,Bhubaneswar,1035,4545,5920000
2,Flat,Bhubaneswar,850,5667,7500000
3,Flat,Bhubaneswar,900,4308,3000000
3,Flat,Bhubaneswar,1550,6508,8700000
2,Flat,Bhubaneswar,1100,5778,5000000
3,Flat,Bhubaneswar,1300,5436,8500000
3,Flat,Bhubaneswar,975,7500,4200000
2,Flat,Bhubaneswar,1100,8176,5000000
2,Flat,Bhubaneswar,987,5018,4000000
2,Flat,Bhubaneswar,1286,4462,8370000
2,Flat,Bhubaneswar,900,3056,5200000
2,Flat,Bhubaneswar,1067,2917,5800000
2,Flat,Bhubaneswar,1058,4462,8650000
3,Flat,Bhubaneswar,1664,8264,8350000
3,Flat,Bhubaneswar,1800,6700,5500000
2,Flat,Bhubaneswar,900,8798,5400000
2,Flat,Bhubaneswar,1365,5500,9150000
2,Flat,Bhubaneswar,1365,6000,9150000
2,Flat,Bhubaneswar,1510,6281,8900000
3,Flat,Bhubaneswar,1705,6277,15000000
2,Flat,Bhubaneswar,1250,5000,7700000
3,Flat,Bhubaneswar,2000,5417,17600000
3,Flat,Bhubaneswar,1300,4499,9630000
3,Flat,Bilaspur,1511,6420,9700000
2,Flat,Bilaspur,729,3813,4000000
3,Flat,Bilaspur,990,3006,4490000
2,Flat,Bilaspur,1000,3182,3500000
2,Flat,Bilaspur,900,4000,4000000
2,Flat,Bilaspur,700,3889,3500000
3,Flat,Bilaspur,1200,3333,4000000
3,Flat,Bilaspur,937,3889,5650000
2,Flat,Bilaspur,700,2917,3500000
2,Flat,Bilaspur,1200,3333,3500000
3,Flat,Bilaspur,1000,3500,4000000
2,Flat,Bilaspur,840,4167,4200000
2,Flat,Bilaspur,1000,2615,3500000
2,Flat,Bilaspur,1300,4118,3400000
2,Flat,Bilaspur,801,3529,3500000
2,Flat,Bilaspur,850,4500,3000000
3,Flat,Bilaspur,950,5368,4800000
2,Flat,Bilaspur,850,3750,5100000
2,Flat,Bilaspur,960,2259,3000000
3,Flat,Bilaspur,1500,3123,5500000
3,Flat,Bilaspur,1350,3839,3050000
3,Flat,Bilaspur,980,3020,5500000
3,Flat,Bilaspur,1200,2800,5800000
2,Flat,Bilaspur,750,575,2800000
2,Flat,Bilaspur,1250,2333,7500000
2,Flat,Bilaspur,734,2500,4000000
3,Flat,Bilaspur,990,4822,4800000
3,Flat,Bilaspur,1037,4667,5000000
2,Flat,Bilaspur,1150,4091,4000000
2,Flat,Bilaspur,800,2948,2750000
3,Flat,Bilaspur,1320,3429,3500000
2,Flat,Bilaspur,916,3966,2700000
3,Flat,Bilaspur,925,3926,5650000
2,Flat,Bilaspur,891,2713,3800000
2,Flat,Bilaspur,645,3333,1750000
3,Flat,Bilaspur,1200,3353,4000000
2,Flat,Bilaspur,1100,5333,3500000
2,Flat,Bilaspur,1195,8727,8400000
2,Flat,Bilaspur,1100,2850,8500000
2,Flat,Bilaspur,1000,4833,3000000
3,Flat,Bilaspur,1100,3398,5200000
2,Flat,Bilaspur,710,2394,2500000
2,Flat,Bilaspur,900,2211,2200000
2,Flat,Bilaspur,1000,3000,2200000
3,Flat,Bilaspur,1550,1900,4200000
2,Flat,Bilaspur,700,5185,2750000
3,Flat,Bilaspur,1150,5035,3500000
3,Flat,Bilaspur,1013,3017,5100000
3,Flat,Bilaspur,1250,3333,3500000
2,Flat,Bilaspur,1000,3391,4000000
2,Flat,Chennai,567,6349,3600000
3,Flat,Chennai,1645,8430,13799999
3,Flat,Chennai,1471,6300,9270000
2,Flat,Chennai,1006,5963,6000000
3,Flat,Chennai,2136,6199,13200000
3,Flat,Chennai,1379,5149,7100000
1,Flat,Chennai,536,7244,3879999
3,Flat,Chennai,1561,5157,8050000
2,Flat,Chennai,993,6444,6400000
3,Flat,Chennai,1420,5429,7709999
4,Flat,Chennai,2143,8487,18100000
3,Flat,Chennai,1424,6461,9200000
4,Flat,Chennai,2143,8655,18500000
3,Flat,Chennai,1765,7500,13200000
1,Flat,Chennai,582,5348,3110000
3,Flat,Chennai,1278,5744,7340000
4,Flat,Chennai,2001,8946,17900000
1,Flat,Chennai,319,4500,2120000
3,Flat,Chennai,1530,9150,14000000
2,Flat,Chennai,1126,7300,8220000
3,Flat,Chennai,976,6045,5900000
3,Flat,Chennai,2922,6500,18900000
2,Flat,Chennai,1004,5179,5200000
2,Flat,Chennai,1033,4500,4650000
3,Flat,Chennai,1053,6435,9300000
2,Flat,Chennai,885,8117,5700000
2,Flat,Chennai,1508,9085,12200000
2,Flat,Chennai,840,6550,4000000
3,Flat,Chennai,1500,6500,9880000
2,Flat,Chennai,1000,4598,6500000
3,Flat,Chennai,1132,5500,5210000
2,Flat,Chennai,941,7069,5180000
2,Flat,Chennai,933,6299,6600000
3,Flat,Chennai,1192,7760,7509999
3,Flat,Chennai,1116,13043,8660000
3,Flat,Chennai,2095,6633,16399999
3,Flat,Chennai,1960,4563,13000000
2,Flat,Chennai,1008,9035,4600000
3,Flat,Chennai,1333,8000,6400000
3,Flat,Chennai,1327,6149,10600000
3,Flat,Chennai,1789,8719,11000000
2,Flat,Chennai,679,13822,4950000
3,Flat,Chennai,898,15204,6300000
4,Flat,Chennai,1801,7450,12800000
3,Flat,Chennai,1509,11000,11200000
3,Flat,Chennai,1310,14118,11000000
3,Flat,Chennai,1095,4367,9860000
2,Flat,Chennai,1145,5221,5000000
3,Flat,Chennai,1673,3681,7800000
3,Flat,Chennai,1379,6802,7200000
3,Flat,Chennai,931,11029,4900000
3,Flat,Chennai,1310,7444,8910000
2,Flat,Chennai,997,4375,7420000
2,Flat,Chennai,753,5450,3290000
3,Flat,Chennai,1024,15000,5580000
1,Flat,Chennai,675,4574,3710000
2,Flat,Chennai,650,5200,4000000
3,Flat,Chennai,1500,5455,7800000
2,Flat,Chennai,1100,6732,6000000
2,Flat,Chennai,817,13797,5500000
3,Flat,Chennai,1000,14706,5200000
2,Flat,Chennai,820,8776,2800000
3,Flat,Chennai,1446,20725,11100000
3,Flat,Chennai,2050,8887,19000000
3,Flat,Chennai,1519,6182,13500000
2,Flat,Chennai,780,11500,5200000
2,Flat,Chennai,890,8549,6800000
2,Flat,Chennai,896,6551,7659999
2,Flat,Chennai,645,10000,4000000
3,Flat,Chennai,1070,17437,8850000
2,Flat,Chennai,686,6365,5650000
3,Flat,Chennai,1857,8582,11800000
2,Flat,Chennai,1274,11200,7200000
2,Flat,Chennai,700,15259,4800000
2,Flat,Chennai,1107,16730,9500000
2,Flat,Chennai,770,8719,4800000
3,Flat,Chennai,1296,14835,8000000
3,Flat,Chennai,1800,9141,10000000
2,Flat,Chennai,668,7000,6200000
1,Flat,Chennai,440,17778,3000000
3,Flat,Chennai,1150,5711,8500000
3,Flat,Chennai,744,7000,7420000
3,Flat,Chennai,1786,5248,10200000
3,Flat,Chennai,1080,6334,7200000
2,Flat,Chennai,821,5263,5200000
2,Flat,Chennai,720,42222,4500000
4,Flat,Chennai,1200,9259,7500000
3,Flat,Chennai,1457,18450,13500000
3,Flat,Chennai,1386,5149,8600000
3,Flat,Chennai,1525,5514,9200000
3,Flat,Chennai,995,5411,3500000
2,Flat,Chennai,874,5346,4500000
2,Flat,Chennai,800,14474,4930000
3,Flat,Chennai,1130,7500,9000000
2,Flat,Chennai,535,3708,2950000
2,Flat,Chennai,961,7314,5200000
3,Flat,Chennai,1272,5000,6800000
2,Flat,Chennai,875,5594,7200000
1,Flat,Chennai,560,6620,2750000
2,Flat,Chennai,550,4800,4500000
2,Flat,Chennai,930,5817,6200000
2,Flat,Chennai,858,10603,4800000
2,Flat,Chennai,620,4513,5700000
1,Flat,Chennai,624,20588,3400000
3,Flat,Chennai,1530,5211,11000000
2,Flat,Chennai,765,10686,4450000
2,Flat,Chennai,938,9979,5000000
3,Flat,Chennai,1080,6200,7300000
2,Flat,Chennai,850,5762,6000000
2,Flat,Chennai,960,5376,7000000
2,Flat,Chennai,910,1298,8500000
3,Flat,Chennai,1381,3453,7500000
2,Flat,Chennai,700,11648,4770000
2,Flat,Chennai,1211,4703,7509999
2,Flat,Chennai,651,4286,3500000
3,Flat,Chennai,1183,21307,7200000
2,Flat,Chennai,724,6250,2500000
2,Flat,Chennai,1212,18000,5700000
2,Flat,Chennai,900,6304,6509999
3,Flat,Chennai,1367,4854,9300000
2,Flat,Chennai,700,4685,3600000
1,Flat,Chennai,515,6959,2500000
1,Flat,Chennai,495,4194,2200000
2,Flat,Chennai,555,5138,2600000
2,Flat,Chennai,900,7252,4600000
3,Flat,Chennai,1426,16068,12000000
2,Flat,Chennai,1100,9804,7500000
2,Flat,Chennai,911,18750,5800000
2,Flat,Chennai,934,5063,6500000
1,Flat,Chennai,620,6533,2600000
3,Flat,Chennai,1265,6500,6500000
2,Flat,Chennai,1110,5000,9500000
2,Flat,Chennai,700,5718,4600000
1,Flat,Chennai,450,7184,2800000
2,Flat,Chennai,720,5909,4900000
3,Flat,Chennai,880,8929,8780000
2,Flat,Chennai,864,25518,5400000
2,Flat,Chennai,880,6491,7500000
2,Flat,Chennai,1353,6977,7700000
2,Flat,Chennai,700,20789,4700000
3,Flat,Chennai,1600,6441,12600000
2,Flat,Chennai,644,9816,4500000
2,Flat,Chennai,661,16718,5700000
2,Flat,Chennai,1000,6995,6500000
2,Flat,Chennai,650,6286,4800000
3,Flat,Coimbatore,1098,5500,9040000
3,Flat,Coimbatore,1396,5229,7300000
3,Flat,Coimbatore,1460,5799,8470000
3,Flat,Coimbatore,864,6370,7600000
3,Flat,Coimbatore,1235,4199,5190000
2,Flat,Coimbatore,994,4199,4170000
2,Flat,Coimbatore,1204,4568,5500000
2,Flat,Coimbatore,1050,3757,3950000
2,Flat,Coimbatore,1220,4508,5500000
2,Flat,Coimbatore,962,4299,4140000
3,Flat,Coimbatore,1643,5720,11000000
3,Flat,Coimbatore,1670,5517,10000000
3,Flat,Coimbatore,1450,3460,8000000
2,Flat,Coimbatore,1048,4695,6300000
2,Flat,Coimbatore,910,7500,7200000
2,Flat,Coimbatore,1016,3784,9740000
2,Flat,Coimbatore,1335,2857,9000000
2,Flat,Coimbatore,930,5238,5000000
2,Flat,Coimbatore,600,4217,3000000
2,Flat,Coimbatore,1052,4630,6000000
2,Flat,Coimbatore,814,4318,4000000
3,Flat,Coimbatore,1894,7366,11000000
3,Flat,Coimbatore,1704,9375,10800000
2,Flat,Coimbatore,801,4629,5900000
1,Flat,Coimbatore,550,5963,2800000
3,Flat,Coimbatore,1090,4224,6500000
2,Flat,Coimbatore,1000,7738,3700000
2,Flat,Coimbatore,840,9174,6500000
3,Flat,Coimbatore,1707,5582,15000000
2,Flat,Coimbatore,1057,5565,5900000
3,Flat,Coimbatore,1400,5862,11500000
3,Flat,Coimbatore,1470,5217,9000000
2,Flat,Coimbatore,850,4308,6000000
2,Flat,Coimbatore,960,5093,5600000
3,Flat,Coimbatore,1412,5602,6200000
2,Flat,Coimbatore,883,3409,7300000
2,Flat,Coimbatore,1123,4421,6700000
2,Flat,Coimbatore,777,2776,3800000
2,Flat,Coimbatore,900,6299,6300000
3,Flat,Coimbatore,1350,7038,6500000
1,Flat,Coimbatore,529,4851,4770000
2,Flat,Coimbatore,950,6750,6200000
2,Flat,Coimbatore,1400,6386,8500000
3,Flat,Coimbatore,1200,4861,9800000
3,Flat,Coimbatore,1331,5217,8500000
3,Flat,Coimbatore,1401,7530,10300000
3,Flat,Coimbatore,1800,5462,12500000
2,Flat,Coimbatore,1295,6333,5830000
3,Flat,Coimbatore,1600,6250,15200000
2,Flat,Coimbatore,1052,7083,6000000
2,Flat,Coimbatore,1190,5241,6500000
2,Flat,Coimbatore,1632,7592,8500000
3,Flat,Coimbatore,950,5882,8700000
3,Flat,Coimbatore,1073,10000,10500000
3,Flat,Coimbatore,1700,7204,10000000
2,Flat,Coimbatore,900,8278,6000000
3,Flat,Coimbatore,1539,6538,10800000
2,Flat,Coimbatore,802,3500,7609999
3,Flat,Coimbatore,1470,4923,13000000
2,Flat,Coimbatore,1140,982,5600000
2,Flat,Coimbatore,1060,3333,2800000
2,Flat,Coimbatore,1876,6352,7500000
2,Flat,Coimbatore,937,6667,8000000
3,Flat,Coimbatore,1553,2375,10000000
4,Flat,Coimbatore,2850,5229,9500000
2,Flat,Coimbatore,1150,3611,8580000
2,Flat,Coimbatore,934,5397,4000000
2,Flat,Coimbatore,1160,5500,4000000
3,Flat,Coimbatore,918,7273,6500000
2,Flat,Coimbatore,1060,4667,4900000
2,Flat,Coimbatore,738,4324,2800000
2,Flat,Coimbatore,1050,4692,4900000
2,Flat,Coimbatore,1295,6346,5600000
2,Flat,Coimbatore,1104,12075,7900000
2,Flat,Coimbatore,1000,3611,4950000
3,Flat,Coimbatore,1948,3846,15000000
2,Flat,Coimbatore,1039,4583,8300000
2,Flat,Coimbatore,1084,5278,6500000
2,Flat,Cuttack,1190,5357,6380000
2,Flat,Cuttack,1016,6800,6909999
3,Flat,Cuttack,1537,5400,8300000
3,Flat,Cuttack,988,5250,9150000
2,Flat,Cuttack,640,6593,6000000
3,Flat,Cuttack,745,6400,6400000
3,Flat,Cuttack,1776,7000,11299999
2,Flat,Cuttack,1016,5300,7109999
3,Flat,Cuttack,982,6047,7950000
2,Flat,Cuttack,1235,5399,7470000
3,Flat,Cuttack,1537,5449,8300000
3,Flat,Cuttack,1560,5046,8500000
3,Flat,Cuttack,800,5600,6559999
3,Flat,Cuttack,1488,4579,8330000
3,Flat,Cuttack,981,5350,8070000
2,Flat,Cuttack,723,6800,5360000
3,Flat,Cuttack,850,4545,7959999
2,Flat,Cuttack,770,6800,6270000
2,Flat,Cuttack,665,5400,5360000
3,Flat,Cuttack,866,5263,8300000
3,Flat,Cuttack,1400,7000,10000000
2,Flat,Cuttack,950,1876,6000000
3,Flat,Cuttack,1742,10000,12100000
2,Flat,Cuttack,500,5620,1500000
3,Flat,Cuttack,1300,12308,9700000
3,Flat,Cuttack,1280,15000,9500000
3,Flat,Cuttack,1250,2755,8500000
3,Flat,Cuttack,1488,4353,8630000
2,Flat,Cuttack,850,5986,3700000
3,Flat,Cuttack,1680,4305,8000000
2,Flat,Cuttack,650,6444,3500000
3,Flat,Cuttack,1000,5556,8500000
3,Flat,Cuttack,1100,8085,8700000
2,Flat,Cuttack,1200,4879,8100000
2,Flat,Cuttack,1023,4014,9500000
2,Flat,Cuttack,1000,3650,2500000
3,Flat,Cuttack,1744,4800,7000000
3,Flat,Cuttack,1291,5174,3000000
3,Flat,Cuttack,1000,4663,5500000
2,Flat,Cuttack,800,4318,5200000
3,Flat,Cuttack,1150,3575,6500000
2,Flat,Cuttack,965,500,4500000
2,Flat,Cuttack,990,5333,5500000
2,Flat,Cuttack,895,4663,3200000
3,Flat,Cuttack,1200,5267,2600000
2,Flat,Cuttack,965,6800,4500000
2,Flat,Cuttack,1005,5400,5200000
2,Flat,Cuttack,982,7000,4500000
2,Flat,Cuttack,1075,5298,8181166
3,Flat,Cuttack,1500,6400,7900000
2,Flat,Cuttack,1188,7000,8080000
3,Flat,Cuttack,1726,5500,9320000
2,Flat,Cuttack,739,5400,7330000
3,Flat,Cuttack,780,5534,6800000
3,Flat,Cuttack,1779,5046,11299999
2,Flat,Cuttack,1072,5700,7500000
2,Flat,Cuttack,741,4750,6750000
2,Flat,Cuttack,1231,4892,6300000
2,Flat,Cuttack,1228,5000,6630000
3,Flat,Cuttack,1500,6900,8300000
3,Flat,Cuttack,800,10417,6559999
3,Flat,Cuttack,1665,5267,9490000
3,Flat,Cuttack,1882,6800,8940000
3,Flat,Cuttack,852,5400,6800000
3,Flat,Cuttack,1300,7000,6500000
3,Flat,Cuttack,1500,5298,14100000
3,Flat,Cuttack,1500,7000,7900000
2,Flat,Cuttack,1188,5500,8080000
3,Flat,Cuttack,1726,5118,9320000
2,Flat,Cuttack,739,5534,7330000
3,Flat,Cuttack,780,5046,6800000
3,Flat,Cuttack,1779,5700,11299999
2,Flat,Cuttack,1072,4750,7500000
2,Flat,Cuttack,741,4892,6750000
2,Flat,Cuttack,1231,5000,6300000
2,Flat,Cuttack,1228,6900,6630000
3,Flat,Cuttack,1500,10417,8300000
3,Flat,Cuttack,800,5446,6559999
3,Flat,Cuttack,1665,5500,9490000
3,Flat,Cuttack,1882,5400,8940000
3,Flat,Cuttack,852,4964,6800000
3,Flat,Cuttack,1300,8500,6500000
3,Flat,Cuttack,1500,5320,14100000
3,Flat,Cuttack,1726,5423,9400000
3,Flat,Dehradun,2050,7024,14400000
3,Flat,Dehradun,1906,6835,17800000
3,Flat,Dehradun,2656,9000,23900000
2,Flat,Dehradun,900,6556,5900000
2,Flat,Dehradun,1479,6500,9610000
2,Flat,Dehradun,1050,9048,9500000
3,Flat,Dehradun,1490,5570,8300000
3,Flat,Dehradun,2200,6136,13500000
3,Flat,Dehradun,2000,9000,18000000
3,Flat,Dehradun,1500,5993,8990000
2,Flat,Dehradun,800,4174,4800000
3,Flat,Dehradun,1250,5484,8500000
3,Flat,Dehradun,1350,7333,11000000
2,Flat,Dehradun,1000,5636,6200000
2,Flat,Dehradun,1334,4123,5500000
2,Flat,Dehradun,1050,4714,4950000
2,Flat,Dehradun,1116,4620,5100000
2,Flat,Dehradun,1395,6953,9700000
3,Flat,Dehradun,2400,4444,16000000
3,Flat,Dehradun,2000,6000,12000000
3,Flat,Dehradun,1900,6500,16900000
2,Flat,Dehradun,1495,8000,13000000
3,Flat,Dehradun,1910,6806,13000000
3,Flat,Dehradun,1400,6769,11000000
2,Flat,Dehradun,1090,5229,5700000
3,Flat,Dehradun,1800,6878,16399999
3,Flat,Dehradun,2350,5556,15000000
3,Flat,Dehradun,1750,4136,16500000
3,Flat,Dehradun,1385,6111,9000000
3,Flat,Dehradun,1800,6239,11000000
2,Flat,Dehradun,1763,6389,11000000
3,Flat,Dehradun,1400,13000,10000000
2,Flat,Dehradun,1350,6996,7200000
2,Flat,Dehradun,900,16000,4600000
3,Flat,Dehradun,2129,6500,18000000
2,Flat,Dehradun,1565,7500,10100000
3,Flat,Dehradun,1535,6500,11500000
3,Flat,Dehradun,2020,4500,13100000
2,Flat,Dehradun,1336,7500,6010000
3,Flat,Dehradun,2050,7000,15300000
3,Flat,Dehradun,2000,13556,14000000
3,Flat,Dehradun,1200,6000,11500000
3,Flat,Dehradun,1850,9620,9100000
3,Flat,Dehradun,1975,6786,19000000
3,Flat,Dehradun,1404,3583,6500000
2,Flat,Dehradun,900,6485,4300000
2,Flat,Dehradun,920,5227,3000000
2,Flat,Dehradun,1200,6200,7780000
3,Flat,Dehradun,1450,5331,8990000
3,Flat,Dehradun,1650,6389,8900000
3,Flat,Dehradun,1650,4889,11500000
3,Flat,Dehradun,1850,4889,7000000
3,Flat,Dehradun,1800,4250,8800000
2,Flat,Dehradun,1150,6757,6500000
2,Flat,Dehradun,950,6419,4600000
3,Flat,Dehradun,1650,7388,12500000
2,Flat,Dehradun,1480,10556,9500000
2,Flat,Dehradun,1340,3512,9900000
3,Flat,Dehradun,2150,5333,7200000
3,Flat,Dehradun,2200,5600,11000000
3,Flat,Dehradun,1600,7699,9600000
3,Flat,Dehradun,1800,8784,16500000
2,Flat,Dehradun,1290,4057,12500000
3,Flat,Dehradun,1650,4514,7100000
3,Flat,Dehradun,1975,12162,2600000
2,Flat,Dehradun,1050,3957,5800000
2,Flat,Dehradun,1200,13000,5500000
3,Flat,Dehradun,1535,2990,10000000
2,Flat,Dehradun,1090,6390,7500000
2,Flat,Dehradun,828,3538,5290000
2,Flat,Dehradun,1046,8070,6900000
2,Flat,Dehradun,900,4898,4800000
3,Flat,Dehradun,1100,6167,4680000
2,Flat,Dehradun,1025,8000,6000000
3,Flat,Dehradun,1200,11194,8500000
3,Flat,Dehradun,1700,5778,13500000
3,Flat,Dehradun,2200,4417,11000000
3,Flat,Dehradun,1200,4000,7800000
2,Flat,Dehradun,1000,8091,5300000
2,Flat,Dehradun,1000,6486,5000000
2,Flat,Dehradun,1450,3250,7000000
3,Flat,Dehradun,1300,5000,8100000
3,Flat,Dehradun,1300,4167,10500000
2,Flat,Dehradun,1388,6280,7000000
2,Flat,Dehradun,1060,4295,6500000
3,Flat,Dehradun,1800,4928,6500000
2,Flat,Dehradun,1000,5000,6000000
3,Flat,Dehradun,1655,7083,8500000
2,Flat,Dehradun,1100,2533,6000000
2,Flat,Dehradun,1050,4253,6000000
2,Flat,Dehradun,1100,4250,4300000
2,Flat,Dehradun,840,4611,6200000
3,Flat,Dehradun,1200,5211,7500000
2,Flat,Dehradun,1500,4250,3800000
3,Flat,Dehradun,1700,4994,7230000
3,Flat,Dehradun,1600,4248,6800000
3,Flat,Dehradun,1400,4091,8300000
2,Flat,Dehradun,1200,3000,6900000
2,Flat,Dehradun,800,4792,5270000
3,Flat,Dehradun,936,2989,8000000
2,Flat,Dehradun,1323,4444,5620000
2,Flat,Dehradun,1100,4248,4500000
3,Flat,Dehradun,1383,4848,8500000
2,Flat,Dehradun,900,4455,4000000
2,Flat,Dehradun,1250,85034,5310000
3,Flat,Dehradun,1650,6404,8000000
3,Flat,Dehradun,1400,10379,6990000
2,Flat,Dehradun,1100,4113,4900000
2,Flat,Dehradun,980,4444,3500000
3,Flat,Dehradun,2030,4386,13000000
2,Flat,Dehradun,800,4776,4200000
2,Flat,Dehradun,1410,5417,5800000
3,Flat,Dehradun,1400,3529,5200000
2,Flat,Dehradun,1140,10379,5000000
2,Flat,Dehradun,1361,4253,6500000
2,Flat,Dehradun,1100,4252,4500000
3,Flat,Dehradun,1850,5714,6000000
3,Flat,Dehradun,1860,5300,7909999
3,Flat,Dehradun,2100,3462,8930000
2,Flat,Dehradun,1000,3793,9500000
3,Flat,Dehradun,1680,5778,9600000
3,Flat,Dehradun,1550,2988,4520000
2,Flat,Dehradun,915,4250,5300000
3,Flat,Dehradun,1350,4248,5500000
2,Flat,Dehradun,900,4247,5200000
3,Flat,Dehradun,1580,7857,8000000
2,Flat,Dehradun,1080,11875,4590000
3,Flat,Dehradun,1775,4500,7540000
2,Flat,Dehradun,1550,5476,6590000
2,Flat,Dehradun,1650,5903,7009999
2,Flat,Dehradun,1375,4481,5840000
2,Flat,Dehradun,1400,3571,11000000
2,Flat,Dehradun,1200,4516,7500000
3,Flat,Dehradun,1350,5497,11500000
2,Flat,Dehradun,1080,6262,8500000
3,Flat,Dehradun,1339,7143,6000000
2,Flat,Dehradun,820,5500,3000000
